"logFC","AveExpr","t","P.Value","adj.P.Val","B","probe","Symbol","ENTREZID"
-3.27656529257201,6.12164098901369,-7.77445789985259,1.64508326994208e-08,9.96159366084401e-06,9.58132431443023,"221772_s_at","PPP2R2D","55844"
-2.16525105105106,8.89249445238983,-7.77027247701387,1.66254306639601e-08,9.96159366084401e-06,9.57128832518487,"223950_s_at","FLYWCH1","84256"
-3.52630538993798,6.6050481536415,-7.75338913414965,1.7349138345499e-08,1.02547474490828e-05,9.53077987456186,"217231_s_at","MAST1","22983"
4.1204189533942,7.36583788319943,7.74543123784306,1.77013173737966e-08,1.03234082923982e-05,9.51167259073326,"235213_at","ITPKB","3707"
-2.79046780588434,6.13901374930511,-7.73511115043962,1.81689203764169e-08,1.04566918061115e-05,9.48688043645882,"225743_at","RPUSD3","285367"
-2.80387767657786,11.4842056828812,-7.71478909029865,1.91268815541823e-08,1.08032554614995e-05,9.43801703255238,"204722_at","SCN3B","55800"
2.95551430274485,4.66526912588464,7.71194364280578,1.9265064608984e-08,1.08032554614995e-05,9.43117071381269,"1563573_at",NA,NA
-2.37831490299064,12.4878814474356,-7.69044064700997,2.0342773002482e-08,1.12243582392754e-05,9.37939690369514,"229606_at",NA,NA
-1.97957077075283,8.23728397112415,-7.68608483582875,2.0568463812737e-08,1.12243582392754e-05,9.368901404213,"235377_at","MLIP","90523"
-3.30616906539762,11.1777239534391,-7.68193515868816,2.07858485912508e-08,1.12243582392754e-05,9.35890015140988,"221767_x_at","HDLBP","3069"
-2.26923974043931,9.4182893060812,-7.66986837336775,2.14313832725471e-08,1.14318134675757e-05,9.3298041306244,"224903_at","UTP4","84916"
3.03830891860568,5.19888284790951,7.65460518733105,2.22772921735298e-08,1.17398645743397e-05,9.29297199946954,"222565_s_at","PRKD3","23683"
-3.27586052200463,6.1637614399686,-7.64465281799808,2.28471279593929e-08,1.18629902541898e-05,9.26893829177942,"210874_s_at","NAA80","24142"
-2.26059239544336,8.95874786571444,-7.63920086166764,2.31655640402154e-08,1.18629902541898e-05,9.2557667293606,"227778_at","MROH1","727957"
-2.2128685354629,10.5251022122469,-7.63650686256722,2.33245807466923e-08,1.18629902541898e-05,9.24925669815576,"213489_at","MAPRE2","10982"
-2.08281099672518,9.54517581641787,-7.58621850639457,2.65060086476768e-08,1.30642328300998e-05,9.12755243592299,"209789_at","CORO2B","10391"
-2.36385495042208,9.58033043939324,-7.58509950415488,2.65816255507442e-08,1.30642328300998e-05,9.12484037040403,"203190_at","NDUFS8","4728"
-2.56778111081148,11.0939310768829,-7.58508720034925,2.65824582048212e-08,1.30642328300998e-05,9.12481054938194,"208723_at","USP11","8237"
-3.09460985723513,9.81636708284602,-7.56886856921506,2.77034907290055e-08,1.34638964942967e-05,9.0854831134797,"200613_at","AP2M1","1173"
-2.67274987556139,10.2685496596388,-7.54676320547944,2.93094655802626e-08,1.40878684008867e-05,9.03182365276411,"223500_at","CPLX1","10815"
-2.09931947173097,8.9549754458203,-7.53770497662666,2.99946682535116e-08,1.42605085805282e-05,9.00981615709006,"231271_x_at","NMRAL1","57407"
-2.52596537699834,7.52340661790682,-7.52832295787472,3.0721584033549e-08,1.43358561316853e-05,8.98701026159516,"218225_at","ECSIT","51295"
-2.30784222469587,10.2659384659677,-7.52600233147367,3.0904138394588e-08,1.43358561316853e-05,8.98136742210311,"208972_s_at","ATP5MC1","516"
-3.14436525670795,6.36800767721792,-7.52306987868412,3.11364044926863e-08,1.43358561316853e-05,8.97423582147918,"215735_s_at","TSC2","7249"
-2.62564980602292,9.35659400741442,-7.5159023166601,3.17116297506651e-08,1.44288050248815e-05,8.95679971679083,"218952_at","PCSK1N","27344"
-2.474191640915,9.22046978076718,-7.50992493964188,3.21996117399143e-08,1.44288050248815e-05,8.94225359260805,"202059_s_at","KPNA1","3836"
-3.01029043557932,7.24877430367099,-7.50836868105958,3.23279124928757e-08,1.44288050248815e-05,8.9384655991104,"222068_s_at","DNAAF1","123872"
-2.69747262027011,8.56666892804866,-7.49642030825982,3.33304695549511e-08,1.47260074579148e-05,8.9093719073134,"202471_s_at","IDH3G","3421"
-2.86530157652851,6.79569147513217,-7.48274260073849,3.45170963337056e-08,1.49511575670615e-05,8.87604374650672,"222165_x_at","BBLN","79095"
-2.40415863024804,9.58309832910024,-7.4826677595618,3.45237063162599e-08,1.49511575670615e-05,8.87586131341779,"210006_at","ABHD14A","25864"
-1.91143581354323,11.7288999147759,-7.47099661875907,3.55704459605245e-08,1.52534441795426e-05,8.84740248744521,"206140_at","LHX2","9355"
-3.34184528574905,9.076570887533,-7.45652084329503,3.6913775496473e-08,1.56758110700556e-05,8.81207944920459,"219170_at","FSD1","79187"
-2.30516497488027,7.60684189203847,-7.43801054029295,3.87071126679679e-08,1.61721747449648e-05,8.76687066843093,"201932_at","LRRC41","10489"
-2.32622301232125,10.1673439642573,-7.43685371558306,3.88220930091747e-08,1.61721747449648e-05,8.76404376755989,"203431_s_at","ARHGAP32","9743"
-2.60925998952496,8.69727372764768,-7.43299445887621,3.92081985745111e-08,1.61789302419728e-05,8.75461171494386,"213040_s_at","NPTXR","23467"
-2.8745561752288,7.03946615796765,-7.42008006441886,4.05289169299601e-08,1.65676152010883e-05,8.72303438608883,"230656_s_at","UTP4","84916"
-2.83466174407206,10.272994225103,-7.38471565002417,4.43823155229774e-08,1.79748377868059e-05,8.63645034342326,"1564841_at","GABRA2","2555"
2.71765129307374,5.24132869190545,7.34824249031542,4.87483947166268e-08,1.93748858211029e-05,8.54697825170904,"213519_s_at","LAMA2","3908"
-2.17881386908146,8.41029789957803,-7.3449390666177,4.91648330254906e-08,1.93748858211029e-05,8.538865980954,"213526_s_at","LIN37","55957"
-2.03743268067864,11.3638434176813,-7.34491333032475,4.91680915899045e-08,1.93748858211029e-05,8.53880277429031,"221488_s_at","CUTA","51596"
-2.12297723868105,9.39939241345875,-7.31644061642356,5.29112783080683e-08,2.06637438678117e-05,8.46882237624646,"223166_x_at","RABL6","55684"
-2.14470411435462,5.28834740438582,-7.29917576506828,5.53210635632961e-08,2.14136577014033e-05,8.42633703706034,"222315_at","LOC100996756","100996756"
-2.17033807745046,8.19108289523807,-7.28806397808686,5.69308298345792e-08,2.17933032547525e-05,8.3989725882231,"201345_s_at","UBE2D2","7322"
-3.02596910184739,6.30285054948675,-7.28557193481181,5.72983510355862e-08,2.17933032547525e-05,8.39283334925069,"225423_x_at","MRPL41","64975"
-1.68505201970494,9.65772209639887,-7.28095419079443,5.79857621323275e-08,2.18646313419656e-05,8.38145523443245,"34726_at","CACNB3","784"
-2.81192653514925,9.35353104340582,-7.26771481782562,6.00035167699624e-08,2.24320839616937e-05,8.34881808377441,"218720_x_at","SEZ6L2","26470"
-3.19972097675494,5.80956501064205,-7.25985527741212,6.12350154982563e-08,2.26984709990994e-05,8.32943232023667,"229676_at","MTPAP","55149"
3.4727274328234,4.6595056298011,7.24498097108283,6.36365221594534e-08,2.33904325987772e-05,8.29272257776525,"1570078_a_at","DOCK5","80005"
-2.04570862711325,10.4280182264575,-7.23791433440094,6.48108265743916e-08,2.36235462863658e-05,8.27527213000452,"226296_s_at","MRPS15","64960"
-2.69384104847707,9.32982627659763,-7.22844071940688,6.64197960533185e-08,2.38522160857447e-05,8.25186776221089,"208308_s_at","GPI","2821"
-1.85524561198814,9.94089477028121,-7.22780728861083,6.65288148710759e-08,2.38522160857447e-05,8.2503024726783,"222056_s_at","FAHD2A","51011"
-2.17881475746638,13.4301038807264,-7.22039281020738,6.78185318724554e-08,2.41169315780585e-05,8.23197650082774,"221501_x_at","PKD1P1","339044"
-1.91826598129225,8.62470039572158,-7.21363405130359,6.90163491313973e-08,2.43449605726397e-05,8.21526508484756,"215690_x_at","GPAA1","8733"
-2.79829913899234,10.3267169986474,-7.20151843742303,7.12176880327362e-08,2.4920493396415e-05,8.18529388265828,"201224_s_at","SRRM1","10250"
3.66200387493389,9.02848208119959,7.18569494591993,7.42007267786695e-08,2.57582522960238e-05,8.1461219868738,"227062_at","NEAT1","283131"
-2.86695566895923,8.59627886949544,-7.1813737904265,7.50372347659175e-08,2.58408581847657e-05,8.1354191826253,"210589_s_at","GBA1LP","2630"
2.44429523197296,6.24200019547158,7.17839097484036,7.5620252575446e-08,2.58408581847657e-05,8.1280298424448,"203645_s_at","CD163","9332"
-2.32009349079839,10.9547856123306,-7.17477007544821,7.63341865447138e-08,2.58826148795797e-05,8.11905825296656,"1558795_at","ADGRB3-DT","101928307"
-3.03959806109012,6.42637400717256,-7.15391220146909,8.05823649671272e-08,2.71128664897088e-05,8.06734576388488,"208973_at","ERI3","79033"
-1.85858717254566,10.5789277770174,-7.14110474277062,8.33093150237695e-08,2.7816407932364e-05,8.035565185002,"213547_at","CAND2","23066"
-3.07866186244232,6.44710337086715,-7.13206757647376,8.52898235616572e-08,2.8172642800952e-05,8.01312778650669,"218105_s_at","MRPL4","51073"
-2.12925753415304,9.41759396922285,-7.13038232244445,8.56644145525061e-08,2.8172642800952e-05,8.0089425131251,"212576_at","MGRN1","23295"
-2.03894472594395,12.7418078949127,-7.11636517430941,8.88456543035894e-08,2.90008128301418e-05,7.97411753246522,"204538_x_at","NPIPA1","9284"
-3.42848373892044,7.48417452680749,-7.10095448647302,9.24820888570702e-08,2.99320630224243e-05,7.93580189314545,"201459_at","RUVBL2","10856"
-3.64211715504083,4.47542394642107,-7.09853243957103,9.30672284190605e-08,2.99320630224243e-05,7.92977724564186,"233167_at","SELENOO","83642"
-2.503737419443,8.09052767817387,-7.09024685257318,9.50975573013281e-08,3.03618040610226e-05,7.90916196701996,"223206_s_at","NMRAL1","57407"
-2.06618914468928,11.1602201941435,-7.08093170176496,9.74340293169178e-08,3.08823510313187e-05,7.88597481029899,"220331_at","CYP46A1","10858"
-3.35976398175171,6.60526519674422,-7.06726855089004,1.00967150403225e-07,3.13720374253521e-05,7.85194512164318,"218860_at","NOC4L","79050"
-1.93698281263369,9.77506281339276,-7.06611494573101,1.01271358769018e-07,3.13720374253521e-05,7.84907086990383,"205493_s_at","DPYSL4","10570"
-4.76945872071239,6.18682527202947,-7.06611256737732,1.01271986908152e-07,3.13720374253521e-05,7.84906494397327,"223708_at","C1QTNF4","114900"
-2.25813882629293,12.8171499126059,-7.06393806037071,1.0184794957476e-07,3.13720374253521e-05,7.84364662621504,"202260_s_at","STXBP1","6812"
-2.60334044546,9.66135419515283,-7.0574997625538,1.03572870922198e-07,3.16686813330431e-05,7.82760058937426,"223715_at","BRSK2","9024"
-2.00679930870289,9.00977321232059,-7.05496890873325,1.04259033195203e-07,3.16686813330431e-05,7.82129158845737,"211716_x_at","ARHGDIA","396"
-1.92316189649269,8.67936333694878,-7.05121391630115,1.05285608710559e-07,3.17571234536448e-05,7.81192955137244,"200918_s_at","SRPRA","6734"
-3.07269830894034,9.02908577269802,-7.04771876744004,1.06250380026868e-07,3.17571234536448e-05,7.80321379563145,"233337_s_at","SEZ6L2","26470"
-2.56726082545349,4.45476279528196,-7.04599919682609,1.06728329851069e-07,3.17571234536448e-05,7.79892519604315,"203036_s_at","MTSS1","9788"
-1.95031677346705,9.59970486779028,-7.04322599562775,1.07503743272253e-07,3.17717143968132e-05,7.79200807827431,"214934_at","ATP9B","374868"
-3.47384090891388,6.02468813141866,-7.01880098896163,1.14585500533129e-07,3.36373811632151e-05,7.73104454834423,"219408_at","PRMT7","54496"
-1.96883861599466,7.48241096819479,-7.01009229144567,1.17223671291981e-07,3.41824225487417e-05,7.70929037600548,"228261_at","MIB2","142678"
-2.41532679728881,5.19945478510497,-7.00387346662406,1.19145289071512e-07,3.45126817482646e-05,7.69375017895809,"229889_at","LRRC75A","388341"
-1.91043297446469,7.74384983745513,-7.00118445716884,1.19986080543656e-07,3.45275734406547e-05,7.68702915964279,"212775_at","OBSL1","23363"
-2.23286886448419,6.49485979976529,-6.99163351900747,1.23021501218108e-07,3.4610006707896e-05,7.66315002317846,"243526_at","WDR86","349136"
-2.099712081489,11.6806137493625,-6.98777773726004,1.24268933071376e-07,3.4610006707896e-05,7.65350669545027,"204105_s_at","NRCAM","4897"
3.17980343514336,7.11091232961506,6.98739406273268,1.24393761596663e-07,3.4610006707896e-05,7.65254702470004,"234431_at","GSN","2934"
-3.82031346850471,6.72524084774318,-6.98529391961775,1.25079304877815e-07,3.4610006707896e-05,7.647293697906,"202275_at","G6PD","2539"
-2.31246971508287,8.90696978400038,-6.98517227218966,1.25119131330863e-07,3.4610006707896e-05,7.64698939092214,"210720_s_at","NECAB3","63941"
-2.58417008995099,11.0253051631615,-6.98380221477019,1.25568568857037e-07,3.4610006707896e-05,7.64356200109572,"212358_at","CLIP3","25999"
-1.98230484655407,8.36359931957204,-6.98306401516407,1.25811409843518e-07,3.4610006707896e-05,7.64171519715512,"218608_at","ATP13A2","23400"
-2.9420160697732,8.40136841800514,-6.97277166546764,1.29247375053997e-07,3.53330011553863e-05,7.61595923484226,"1556378_a_at","LINC03025","440896"
-2.15276791356125,8.7958023300731,-6.96154515776804,1.33104083386172e-07,3.61613205423053e-05,7.58785095909634,"227468_at","CPT1C","126129"
-2.30262903907807,9.91108783293273,-6.9588002929736,1.34064708879947e-07,3.61974713975858e-05,7.58097620735389,"1559957_a_at","LINC00205","642852"
-2.16528434907147,10.7864405663931,-6.94334472269174,1.39606786538531e-07,3.73462709059645e-05,7.5422494252145,"209845_at","MKRN1","23608"
-2.35480068403975,9.21232645318215,-6.94140852823943,1.40317289651077e-07,3.73462709059645e-05,7.53739590547246,"45653_at","KCTD13","253980"
3.0395707095281,5.49109566206652,6.93987944858911,1.40880994501238e-07,3.73462709059645e-05,7.53356259478294,"1556113_at",NA,NA
-1.91906624520311,8.99246834790634,-6.93419787100722,1.42995781556987e-07,3.76409509719918e-05,7.51931676133847,"50374_at","OXLD1","339229"
-2.09605469922901,7.34776914965826,-6.93228841314091,1.43713735992744e-07,3.76409509719918e-05,7.5145281687692,"209093_s_at","GBA1","2629"
-1.72388362850768,9.48681934157828,-6.92211498090934,1.47601150071756e-07,3.83295701355377e-05,7.48900758320655,"236264_at","ADGRL3","23284"
-2.45320994247866,8.76217429168503,-6.91984573980644,1.48482735668674e-07,3.83295701355377e-05,7.48331338430317,"210396_s_at","BOLA2-SMG1P6","107282092"
-2.47564682184307,6.01018974567061,-6.91652596811643,1.49782094133042e-07,3.83295701355377e-05,7.47498198421962,"225713_at","STK11IP","114790"
-2.40807409836247,8.27266233221543,-6.91482882796821,1.5045081147563e-07,3.83295701355377e-05,7.47072228136078,"201714_at","TUBG1","7283"
-2.06348949340517,9.87365045267333,-6.91413664817865,1.50724418457076e-07,3.83295701355377e-05,7.46898485991154,"36553_at","ASMTL","8623"
-2.07100589784873,10.3458740638063,-6.91028694830612,1.522553911696e-07,3.84950913858862e-05,7.45932079153652,"236656_s_at","CRIM1-DT","100288911"
-2.04283618755062,7.91818287613533,-6.9022643188092,1.55496851581877e-07,3.8702626178141e-05,7.43917556427084,"218052_s_at","ATP13A1","57130"
2.54552390529121,8.86933508111245,6.90223205088373,1.55510029694318e-07,3.8702626178141e-05,7.43909452241972,"204037_at","LPAR1","1902"
-3.02267585465166,6.28405501663624,-6.90169205227982,1.55730731763896e-07,3.8702626178141e-05,7.43773828155317,"206326_at","GRP","2922"
-2.10880211227361,9.21496252293906,-6.89261892612884,1.59486957900297e-07,3.94122007828192e-05,7.41494536771869,"203274_at","F8A1","8263"
-2.46181626693736,10.8322344142336,-6.88736040329322,1.61705959699735e-07,3.97088640102301e-05,7.40173078135885,"204000_at","GNB5","10681"
-2.07448435614573,9.2058893607823,-6.88548918583053,1.62503124321701e-07,3.97088640102301e-05,7.39702765092216,"224512_s_at","NAA38","84316"
-1.90003250617957,8.72850009732386,-6.88201938788166,1.6399188719161e-07,3.98500285875612e-05,7.38830554143743,"205090_s_at","NAGPA","51172"
-2.02251352871959,7.24961971580186,-6.86808879120763,1.70109822793814e-07,4.11083074530465e-05,7.35327357465697,"202590_s_at","PDK2","5164"
-3.04894492976026,6.67625779856218,-6.85868575550254,1.74369973904337e-07,4.17234053537747e-05,7.32961437162201,"203720_s_at","ERCC1","2067"
-3.09884307125889,9.23536547171909,-6.85826537267275,1.74562944209894e-07,4.17234053537747e-05,7.32855639372841,"205454_at","HPCA","3208"
-2.59022692316285,8.98690535862237,-6.85347405313231,1.76777711977808e-07,4.20231365321159e-05,7.31649661015729,"217817_at","ARPC4","10093"
-3.5320145989887,7.96441515604581,-6.84376521395109,1.81353503485108e-07,4.28778499591276e-05,7.29205115052567,"220030_at","STYK1","55359"
-2.52283742441721,6.44362924251766,-6.83747794361541,1.84380704455665e-07,4.28907341095261e-05,7.27621483024522,"213651_at","INPP5J","27124"
-1.85980731364364,9.22813665388406,-6.83602135885014,1.8508931405145e-07,4.28907341095261e-05,7.27254533943249,"209610_s_at","SLC1A4","6509"
-2.35742928906597,6.95579450473158,-6.83579112242925,1.85201573959449e-07,4.28907341095261e-05,7.27196529532441,"205447_s_at","MAP3K12","7786"
-1.82720257642388,11.0488627954874,-6.83497991501483,1.85597658147801e-07,4.28907341095261e-05,7.26992153779728,"221538_s_at","PLXNA1","5361"
-2.05489920219358,10.3645463313103,-6.83352353752388,1.86310916342249e-07,4.28907341095261e-05,7.26625214509764,"223611_s_at","LNX1","84708"
